title,doi,volume,date,year,month,abstract,issn,githubs-scraped
Electromobility for Green Transportation Systems and Sustainable Environment,10.1016/j.trd.2018.07.020,66,2019-01-01,2019,1,,1361-9209,Not found
Drowsiness monitoring based on steering wheel status,10.1016/j.trd.2018.07.007,66,2019-01-01,2019,1,"Drowsy driving is one of the main causes of road traffic accidents. It is of great significance to study the use of steering wheel status to detect the drowsiness of the driver. In the studies of the steering wheel state, there is a general problem of the parameter selection being not comprehensive and individual differences in the way of the controlling of the steering wheel not being considered. A driving simulator was used to collect eleven parameters related to the steering wheel, where four parameters having significant correlations with driver status were selected using variance analysis. A multilevel ordered logit (MOL) model, support vector machine (SVM) model and BP neural network (BP) model were built based on the selection of the parameters. Under the same conditions of classification, the recognition accuracy of the MOL model was shown to be much higher than that of the two other models. It was concluded that the MOL model using the steering wheel parameters and considering differences among individuals outperforms the others in terms of driver's state recognition.",1361-9209,Not found
Recognizing driving styles based on topic models,10.1016/j.trd.2018.05.002,66,2019-01-01,2019,1,"With the explosion of information in our current era, senders of information increasingly need to target their messages to recipients. However, messages within transportation systems, including traffic information and commercial advertisements, tend to be transmitted to all drivers indiscriminately. This is because the information providers (such as other vehicles, roads, facilities, buildings etc.), can hardly recognize the variations within drivers, who should be treated differently as information recipients. As a result of the rapid development of data collection technologies and machine learning techniques in recent years, extraction and recognition of drivers’ unique driving style from actual driving behaviour data become possible. In this paper, two kinds of topic models are investigated: mLDA and mHLDA, to discover distinguishable driving style information with hidden structure from the real-world driving behaviour data. The results show that the proposed models can successfully recognize the differences between driving styles. The study is of great value for providing deep insight into the underlying structure of driving styles and can effectively support the recognition of drivers with different driving styles.",1361-9209,Not found
Study on influencing factors selection of driver's propensity,10.1016/j.trd.2018.06.025,66,2019-01-01,2019,1,"The influence of driver’s physiological and psychological factors on traffic safety is represented greatly as driver’s propensity, namely the driver’s psychological experience toward traffic condition and the corresponding preference of driver’s decisions and behaviors under the influence of all dynamic factors. It reflects driver’s psychological emotional states in the process of vehicle operation and movement. It is essential to the research of driver-assistance and active safety warning systems and also an important concept for traffic flow theory, especially driving behavior. Driver’s propensity is taken as the study object in this paper, physiological and psychological parameters are obtained through analyzing their influencing factors from the related experiments designed. Gray relation entropy analysis method is adopted to extract and sort the principal factors of physiology and psychology, and the influencing factors sequence of driving propensity is obtained. The results provide a good basis for further study of the driver’s propensity prediction.",1361-9209,Not found
A distributed dynamic route guidance approach based on short-term forecasts in cooperative infrastructure-vehicle systems,10.1016/j.trd.2018.05.005,66,2019-01-01,2019,1,"This paper proposes and implements a simulation-based Distributed Dynamic Route Guidance System (DDRGS) by using the latest data collection and communication techniques in Cooperative Vehicle-Infrastructure Systems (CVIS). The framework and data processing procedure of DDRGS are designed by considering practical characteristics together with users' demands. Then, we formulate an integrated guidance model, which is based on Kalman filter short-term predicting information. A time-dimension factor is particularly introduced into the considered network with an innovative hierarchical scheme. Correspondingly, an improved Dijkstra algorithm for the guidance model is developed to find the optimal route. Further, we elaborately coordinate the DDRGS with the online map and other plug-in tools. The developed system shows that the approach proposed in this paper is available and effective for real-world applications.",1361-9209,Not found
Vehicle forward collision warning algorithm based on road friction,10.1016/j.trd.2018.04.017,66,2019-01-01,2019,1,"Forward collision warning/collision avoidance (FCW/CA) systems have been developed to reduce rear-end crashes. Deceleration of vehicle is always defined as a default value in many typical proposed FCW algorithms. Considering the braking acceleration is always changed when the vehicle is braking, this paper analyzed the five typical FCW algorithms and proposed a new FCW algorithm based on road friction. The model described vehicle deceleration variation during the braking process, which was used to set up an FCW algorithm based on road friction considering the lead vehicle in three different kinematic scenarios: stationary, constant motion, and decelerating. Finally, the five typical FCW algorithms and the proposed algorithm were compared by simulation experiments. The effectiveness of the proposed warning algorithm was verified. It was concluded that the proposed algorithm was effective and conformed to the actual situation than the five FCW algorithms. Limitations and further studying recommendations for expansion of the paper were provided at the end of the paper.",1361-9209,Not found
Drivers’ effective decelerating zone in an urban Vehicle-Pedestrian conflict situation: Observational studies and analyses,10.1016/j.trd.2018.05.004,66,2019-01-01,2019,1,"To analyse the drivers’ decelerating behavior in conflict avoidance process under Vehicle-Pedestrian conflict situation is accordingly a surrogate method for the guidance of driver evasive manoeuvre and improving the active driving safety. Field observation data has been collected by video recording and image processing at urban unsignalized midblock crosswalks in Beijng, China and Munich, Germany. The relationship between deceleration rate and vehicle speed has been statistically described. By analyzing how the time-related measures (Vehicle Time to Conflict Point and Pedestrian Time to Conflict Point) and the distance-related measures (Vehicle longitudinal distance to Conflict Point and Pedestrian Lateral distance to Conflict Point) affect the deceleration rate choice, the drivers‘ effective decelerating zone with sight angle has been proposed with the consideration of longitudinal & lateral conflict behavior. Minimum Vehicle-Pedestrian conflict distance is calculated and a 2 m minimum distance is suggested as the threshold for collision discrimination. Comparisons which address the needs to make the intercultural adaptation when introducing Driver Assistance Systems to developing countries have also been made to show the significant differences between China and Germany. The whole work could hopefully be the groundwork in the target of conflict pre-scanning by decelerating zones under various conflict situations and the design of vehicle active safety systems.",1361-9209,Not found
A new transit network design study in consideration of transfer time composition,10.1016/j.trd.2018.03.019,66,2019-01-01,2019,1,"In order to minimize the total time cost of all the trips, a new transit network optimization model is developed in consideration of reducing not only time-consuming transfers but also trips which have to make relatively more transfers by optimizing the layout of the transit routes. In contrast to commonly taking the time cost of a transfer in a trip roughly as a constant in a public transit network design work, this research attaches much importance to the effect of the transfer time composition on the total time expense of a transit trip. A genetic algorithm is proposed to solve the newly developed optimization model. The bus route network in an urban region of a city in China is studied for example in this research. It is confirmed that the new optimization model solved by the proposed genetic algorithm is able to more rationally provide the optimal solution to the design of a relatively large-scaled transit network for its efficient operation. In future research, more experiments are necessary to further validate and improve the effectiveness and efficiency of applying the new model solved by the proposed genetic algorithm.",1361-9209,Not found
A dynamic stability control for electric narrow tilting three wheeled vehicle using integrated multivariable controller,10.1016/j.trd.2017.08.006,66,2019-01-01,2019,1,"Narrow tilting three wheeled (NTTW) vehicle is an upcoming smart transportation system which is a viable alternative to four and two wheelers for personal mobility. It combines positive aspects of a car and a motorcycle. It outperforms conventional cars on the aspects of consumption of less space in traffic and in parking. However, its realization offers certain challenges in order to make it safe, comfortable and acceptable to the consumers. In this paper, a detailed nonlinear seven degrees of freedom mathematical model for an electric NTTW vehicle has been developed. The NTTW vehicle model captures the chassis dynamics of NTTW vehicle along longitudinal, lateral and tilt motions. The NTTW vehicle is considered to have two driven front wheels housed with in-wheel hub motors and one non-driven rear wheel. The vehicle is assumed to be equipped with a tilting actuator to lean the vehicle body and steer-by-wire mechanism to steer the front wheels. Two integrated controllers each consisting of two separate control schemes, first for lateral-tilt dynamics and the second for longitudinal dynamics are designed. The prime objective is to achieve the desired trajectory of the driver while maintaining vehicle stability. A baseline controller strategy is first designed with PID control technique. Thereafter, a multi variable controller strategy using a state feedback approach is implemented. A comparison is made on their respective performances by means of simulating the vehicle model in various operating conditions. These studies and simulations show improved vehicle handling and stability performances with proposed novel strategy.",1361-9209,Not found
"Multi-criteria user equilibrium model considering travel time, travel time reliability and distance",10.1016/j.trd.2017.03.002,66,2019-01-01,2019,1,"This paper proposes a multi-criteria user equilibrium model considering travel time, travel time reliability and distance (MUE-TRD). This new model hypothesizes that for each user class and each origin-destination (O-D) pair no traveler can reduce either his or her reliable travel time or travel distance or both without worsening the other objective by unilaterally changing routes in their route choice decision process. Travel time budget which consists of travel time and travel time reliability is used to describe the reliable travel time. A maximum entropy multi-criteria user equilibrium (ME-MUE) model is presented to address the non-uniqueness of the solution in MUE-TRD model. Furthermore, a route-based solution algorithm based on the partial linearization descent method (R-PLD) is developed to solve the ME-MUE model. Numerical examples are also provided to illustrate the essential ideas of the proposed model and the applicability of the developed solution algorithm. The results show that compared to traditional user equilibrium and travel time budget models, ME-MUE model is more consistent with the real trip process that the reliable travel time is increasing with the decreasing of travel distance in used routes; and the road traffic is smoother when using ME-MUE model to design the road network, thus ME-MUE model can reduce road traffic noise and air pollution in the urban road network.",1361-9209,Not found
